35119,York—Simcoe
35120,York South—Weston
35121,Humber River—Black Creek
46001,Brandon—Souris
46001,Brandon—Souris
46002,Charleswood—St. James—Assiniboia—Headingley
46003,Churchill—Keewatinook Aski
46004,Dauphin—Swan River—Neepawa
46005,Elmwood—Transcona
46006,Kildonan—St. Paul
46007,Portage—Lisgar
46008,Provencher
46009,Saint Boniface—Saint Vital
46010,Selkirk—Interlake—Eastman
46010,Selkirk—Interlake—Eastman
46010,Selkirk—Interlake—Eastman
46010,Selkirk—Interlake—Eastman
46011,Winnipeg Centre
46012,Winnipeg North
46013,Winnipeg South
46014,Winnipeg South Centre
47001,Battlefords—Lloydminster
47002,Cypress Hills—Grasslands
47003,Desnethé—Missinippi—Churchill River
47004,Carlton Trail—Eagle Creek
47005,Moose Jaw—Lake Centre—Lanigan
47006,Prince Albert
47007,Regina—Lewvan
47008,Regina—Qu'Appelle
47009,Regina—Wascana
47010,Saskatoon—Grasswood
47011,Saskatoon—University
47012,Saskatoon West
47013,Souris—Moose Mountain
47014,Yorkton—Melville
48001,Banff—Airdrie
48002,Battle River—Crowfoot
48003,Bow River
48004,Calgary Centre
48005,Calgary Confederation
48006,Calgary Forest Lawn
48007,Calgary Heritage
48008,Calgary Midnapore
48009,Calgary Nose Hill
48010,Calgary Rocky Ridge
48011,Calgary Shepard
48012,Calgary Signal Hill
48013,Calgary Skyview
48014,Edmonton Centre
48015,Edmonton Griesbach
48016,Edmonton Manning
48017,Edmonton Mill Woods
48018,Edmonton Riverbend
48019,Edmonton Strathcona
48020,Edmonton West
48021,Edmonton—Wetaskiwin
48022,Foothills
48023,Fort McMurray—Cold Lake
48024,Grande Prairie—Mackenzie
48025,Lakeland
48026,Lethbridge
48027,Medicine Hat—Cardston—Warner
48028,Peace River—Westlock
48029,Red Deer—Mountain View
48030,Red Deer—Lacombe
48031,St. Albert—Edmonton
48032,Sherwood Park—Fort Saskatchewan
48033,Sturgeon River—Parkland
48034,Yellowhead
59001,Abbotsford
59002,Burnaby North—Seymour
59003,Burnaby South
59004,Cariboo—Prince George
59005,Central Okanagan—Similkameen—Nicola
59006,Chilliwack—Hope
59007,Cloverdale—Langley City
59008,Coquitlam—Port Coquitlam
59009,Courtenay—Alberni
59009,Courtenay—Alberni
59010,Cowichan—Malahat—Langford
59011,Delta
59012,Fleetwood—Port Kells
59013,Kamloops—Thompson—Cariboo
59014,Kelowna—Lake Country
59015,Kootenay—Columbia
59016,Langley—Aldergrove
59017,Mission—Matsqui—Fraser Canyon
59018,Nanaimo—Ladysmith
59019,New Westminster—Burnaby
59020,North Okanagan—Shuswap
59021,North Vancouver
59022,Pitt Meadows—Maple Ridge
59023,Port Moody—Coquitlam
59024,Prince George—Peace River—Northern Rockies
59025,Richmond Centre
59026,Esquimalt—Saanich—Sooke
59027,Saanich—Gulf Islands
59028,Skeena—Bulkley Valley
59029,South Okanagan—West Kootenay
59030,South Surrey—White Rock
59031,Steveston—Richmond East
59032,Surrey Centre
59033,Surrey—Newton
59034,Vancouver Centre
59035,Vancouver East
59036,Vancouver Granville
59037,North Island—Powell River
59038,Vancouver Kingsway
59039,Vancouver Quadra
59040,Vancouver South
59041,Victoria
59042,West Vancouver—Sunshine Coast—Sea to Sky Country
60001,Yukon
61001,Northwest Territories
62001,Nunavut
